Id,SalePrice
1461,110000
1462,170000
1463,181000
1464,181000
1465,180000
1466,188000
1467,173000
1468,177000
1469,180000
1470,120500
1471,180000
1472,89500
1473,88000
1474,148500
1475,133000
1476,611657
1477,287090
1478,320000
1479,377426
1480,386250
1481,230000
1482,202500
1483,169990
1484,160200
1485,180000
1486,225000
1487,340000
1488,221500
1489,208300
1490,194700
1491,195000
1492,88000
1493,185750
1494,290000
1495,260000
1496,215000
1497,212000
1498,151000
1499,151000
1500,147400
1501,168500
1502,148800
1503,394432
1504,230000
1505,221000
1506,223000
1507,260000
1508,190000
1509,154000
1510,154000
1511,140000
1512,175000
1513,140000
1514,136500
1515,155000
1516,140000
1517,145500
1518,143000
1519,233170
1520,141000
1521,148000
1522,167000
1523,110000
1524,55993
1525,113000
1526,137000
1527,100000
1528,115000
1529,142000
1530,159000
1531,124000
1532,98000
1533,130000
1534,115000
1535,127000
1536,67000
1537,120500
1538,122000
1539,163000
1540,130000
1541,128500
1542,140000
1543,234000
1544,100000
1545,95000
1546,114500
1547,115000
1548,141000
1549,122900
1550,137000
1551,119200
1552,118500
1553,127000
1554,114504
1555,127000
1556,135000
1557,125000
1558,95000
1559,130000
1560,139000
1561,136500
1562,138500
1563,130000
1564,194000
1565,128500
1566,212000
1567,73000
1568,211000
1569,95000
1570,140000
1571,140000
1572,157000
1573,224000
1574,143000
1575,212000
1576,207500
1577,224000
1578,128000
1579,148000
1580,188000
1581,126000
1582,123000
1583,315000
1584,250000
1585,140000
1586,86000
1587,88000
1588,154000
1589,110000
1590,125000
1591,80000
1592,143000
1593,141000
1594,136000
1595,115000
1596,234000
1597,154300
1598,168500
1599,170000
1600,189000
1601,60000
1602,110000
1603,100000
1604,275000
1605,250000
1606,171500
1607,200624
1608,172500
1609,224000
1610,167500
1611,140000
1612,196000
1613,196000
1614,119500
1615,88000
1616,88000
1617,83500
1618,130000
1619,144000
1620,260000
1621,155000
1622,169500
1623,228000
1624,184000
1625,127500
1626,175000
1627,181000
1628,250000
1629,163900
1630,278000
1631,215000
1632,260400
1633,180000
1634,181000
1635,185000
1636,173000
1637,190000
1638,190000
1639,180000
1640,260000
1641,181000
1642,237000
1643,280000
1644,231500
1645,180000
1646,155000
1647,170000
1648,154000
1649,136500
1650,120500
1651,120500
1652,83000
1653,94500
1654,155000
1655,127500
1656,148500
1657,155000
1658,146000
1659,133000
1660,129000
1661,556581
1662,446261
1663,385000
1664,466500
1665,245350
1666,147000
1667,325000
1668,320000
1669,264132
1670,239000
1671,260000
1672,466500
1673,309000
1674,221500
1675,194700
1676,196000
1677,250580
1678,386250
1679,271900
1680,318061
1681,264132
1682,275000
1683,171750
1684,189000
1685,174000
1686,160200
1687,180000
1688,193000
1689,195000
1690,180000
1691,162000
1692,248000
1693,180000
1694,183200
1695,180000
1696,290000
1697,180000
1698,305000
1699,350000
1700,230000
1701,290000
1702,245350
1703,295493
1704,318000
1705,202500
1706,466500
1707,182000
1708,227680
1709,315500
1710,282922
1711,239900
1712,370878
1713,240000
1714,201000
1715,216000
1716,199900
1717,142500
1718,84500
1719,180000
1720,205000
1721,155000
1722,147000
1723,140000
1724,244600
1725,263000
1726,187000
1727,179200
1728,179400
1729,158900
1730,112000
1731,128500
1732,129900
1733,62383
1734,143000
1735,120000
1736,134500
1737,207500
1738,130000
1739,383970
1740,200000
1741,158000
1742,168500
1743,183900
1744,275000
1745,324000
1746,271000
1747,225000
1748,250000
1749,170000
1750,157000
1751,190000
1752,125000
1753,167000
1754,192000
1755,160000
1756,110000
1757,129900
1758,129000
1759,135000
1760,150750
1761,168500
1762,190000
1763,167000
1764,108500
1765,197900
1766,157500
1767,222000
1768,135000
1769,140000
1770,149900
1771,139000
1772,165000
1773,139000
1774,190000
1775,128000
1776,55993
1777,115000
1778,85000
1779,108000
1780,230000
1781,125000
1782,82000
1783,122900
1784,79000
1785,128000
1786,239000
1787,205000
1788,60000
1789,82000
1790,90350
1791,200000
1792,165000
1793,131500
1794,178400
1795,136000
1796,140000
1797,110000
1798,124500
1799,110000
1800,145000
1801,127000
1802,149700
1803,140000
1804,135960
1805,124500
1806,115000
1807,137000
1808,132000
1809,132000
1810,140000
1811,136000
1812,135000
1813,130500
1814,58500
1815,60000
1816,109500
1817,140000
1818,177000
1819,118000
1820,55000
1821,149000
1822,140000
1823,85000
1824,165000
1825,140000
1826,105000
1827,132000
1828,127000
1829,81000
1830,136500
1831,160000
1832,160000
1833,177000
1834,153575
1835,122000
1836,125000
1837,98000
1838,153575
1839,86000
1840,179000
1841,124000
1842,119500
1843,132500
1844,147000
1845,169500
1846,139950
1847,190000
1848,60000
1849,130000
1850,128900
1851,128000
1852,142125
1853,143000
1854,170000
1855,151000
1856,210000
1857,140000
1858,142953
1859,118858
1860,153337
1861,118858
1862,290000
1863,290000
1864,290000
1865,367294
1866,320000
1867,244600
1868,257000
1869,193879
1870,194000
1871,279500
1872,176000
1873,180000
1874,126000
1875,215000
1876,181000
1877,192000
1878,204000
1879,128200
1880,156000
1881,230000
1882,236000
1883,212000
1884,230000
1885,215000
1886,230000
1887,192000
1888,232000
1889,156932
1890,129000
1891,148000
1892,110000
1893,115000
1894,141000
1895,207500
1896,105000
1897,115000
1898,105000
1899,144000
1900,135000
1901,152000
1902,60000
1903,244400
1904,155000
1905,167000
1906,115000
1907,190000
1908,124000
1909,124000
1910,124000
1911,178000
1912,180000
1913,160000
1914,89000
1915,392500
1916,60000
1917,230000
1918,128200
1919,143500
1920,179200
1921,501837
1922,315500
1923,274970
1924,175000
1925,225000
1926,440000
1927,129500
1928,179900
1929,124900
1930,140000
1931,144000
1932,155000
1933,152000
1934,181000
1935,185000
1936,181000
1937,178000
1938,181000
1939,324000
1940,180000
1941,181000
1942,187000
1943,180000
1944,325300
1945,377426
1946,149500
1947,318061
1948,157500
1949,275000
1950,187500
1951,190000
1952,190000
1953,181500
1954,194500
1955,125000
1956,250000
1957,182900
1958,290000
1959,185000
1960,135750
1961,120500
1962,83000
1963,94500
1964,119500
1965,148500
1966,127500
1967,256300
1968,555000
1969,360000
1970,437154
1971,340000
1972,342643
1973,219210
1974,290000
1975,466500
1976,232000
1977,305000
1978,538000
1979,315000
1980,202500
1981,315500
1982,254000
1983,254000
1984,154000
1985,192000
1986,175900
1987,167240
1988,178900
1989,183500
1990,225000
1991,250580
1992,222500
1993,178000
1994,214000
1995,185000
1996,250000
1997,313000
1998,305900
1999,250000
2000,290000
2001,228000
2002,232000
2003,325300
2004,339750
2005,265900
2006,202500
2007,239000
2008,186000
2009,173000
2010,180000
2011,84500
2012,195400
2013,188000
2014,185000
2015,187000
2016,207500
2017,187000
2018,128500
2019,138500
2020,100000
2021,110000
2022,175000
2023,143000
2024,250000
2025,301500
2026,185000
2027,151000
2028,146000
2029,172500
2030,328900
2031,197000
2032,270000
2033,277500
2034,155000
2035,190000
2036,172500
2037,172500
2038,325000
2039,197000
2040,190000
2041,345000
2042,192500
2043,180500
2044,197900
2045,143000
2046,143000
2047,125000
2048,147000
2049,142600
2050,163000
2051,140000
2052,139000
2053,135000
2054,68500
2055,175000
2056,120000
2057,133000
2058,240000
2059,139000
2060,179900
2061,167000
2062,157000
2063,110000
2064,132500
2065,113000
2066,139600
2067,100000
2068,125000
2069,82000
2070,126000
2071,108000
2072,168000
2073,115000
2074,143000
2075,140000
2076,129900
2077,155000
2078,134500
2079,145000
2080,137000
2081,128000
2082,141000
2083,140000
2084,110000
2085,135000
2086,148000
2087,147000
2088,112000
2089,108000
2090,153575
2091,135900
2092,140000
2093,219500
2094,141000
2095,145000
2096,85000
2097,94000
2098,140000
2099,60000
2100,82000
2101,139000
2102,135000
2103,90350
2104,160000
2105,96500
2106,119900
2107,244400
2108,128500
2109,145500
2110,135000
2111,140000
2112,127000
2113,127000
2114,135000
2115,140000
2116,100000
2117,179900
2118,119500
2119,102000
2120,78000
2121,82000
2122,68400
2123,79000
2124,129900
2125,135000
2126,163000
2127,139000
2128,128000
2129,76000
2130,113000
2131,185000
2132,139000
2133,133000
2134,103600
2135,79900
2136,55000
2137,139400
2138,126500
2139,155000
2140,132500
2141,148000
2142,154000
2143,134000
2144,144000
2145,129000
2146,140000
2147,145000
2148,128500
2149,120500
2150,214000
2151,116900
2152,153500
2153,207500
2154,112000
2155,120000
2156,250000
2157,193000
2158,215000
2159,215000
2160,164700
2161,221500
2162,501837
2163,320000
2164,205000
2165,159000
2166,138000
2167,196000
2168,211000
2169,175500
2170,230000
2171,147000
2172,153500
2173,143000
2174,222500
2175,313000
2176,275000
2177,268000
2178,212000
2179,149000
2180,200000
2181,192000
2182,245000
2183,201000
2184,139000
2185,135000
2186,148000
2187,107000
2188,159500
2189,144000
2190,82000
2191,82000
2192,100000
2193,118000
2194,93000
2195,119000
2196,123500
2197,127000
2198,125000
2199,137000
2200,105000
2201,110000
2202,161000
2203,180500
2204,179500
2205,105000
2206,119200
2207,157000
2208,190000
2209,190000
2210,124000
2211,119000
2212,110000
2213,119500
2214,140000
2215,116000
2216,131500
2217,82000
2218,105000
2219,117000
2220,80000
2221,392500
2222,275000
2223,369900
2224,204750
2225,126000
2226,150000
2227,187500
2228,220000
2229,212000
2230,167500
2231,210000
2232,175000
2233,162500
2234,192000
2235,181000
2236,239000
2237,369900
2238,206300
2239,147000
2240,173000
2241,132500
2242,153500
2243,127000
2244,91000
2245,91000
2246,135000
2247,118000
2248,124500
2249,136500
2250,144000
2251,140000
2252,163500
2253,167500
2254,178000
2255,181000
2256,187500
2257,200000
2258,173000
2259,178000
2260,145000
2261,189000
2262,245500
2263,290000
2264,501837
2265,150750
2266,277500
2267,423000
2268,415298
2269,180000
2270,130500
2271,184000
2272,190000
2273,173000
2274,181000
2275,185000
2276,152000
2277,185000
2278,150750
2279,129000
2280,107900
2281,181000
2282,181000
2283,88000
2284,113000
2285,127500
2286,128500
2287,239000
2288,318000
2289,385000
2290,385000
2291,325000
2292,465000
2293,386250
2294,437154
2295,385000
2296,262500
2297,339750
2298,239000
2299,538000
2300,348000
2301,239900
2302,221500
2303,240000
2304,275500
2305,196000
2306,196000
2307,194700
2308,209500
2309,277500
2310,254000
2311,171750
2312,227875
2313,174000
2314,156932
2315,174000
2316,174000
2317,169990
2318,173900
2319,179540
2320,167240
2321,232000
2322,159895
2323,187500
2324,170000
2325,220000
2326,180000
2327,219500
2328,215000
2329,181000
2330,175000
2331,315000
2332,412500
2333,333168
2334,281213
2335,260000
2336,290000
2337,202500
2338,245000
2339,214000
2340,385000
2341,227875
2342,220000
2343,264132
2344,236000
2345,250000
2346,254000
2347,185000
2348,212000
2349,173500
2350,339750
2351,239000
2352,275000
2353,290000
2354,147000
2355,84500
2356,145000
2357,265900
2358,181000
2359,120000
2360,128200
2361,132250
2362,250000
2363,133000
2364,145000
2365,202500
2366,160200
2367,235000
2368,208900
2369,235000
2370,172500
2371,177500
2372,196000
2373,236000
2374,340000
2375,270000
2376,244000
2377,278000
2378,140000
2379,185000
2380,155000
2381,143000
2382,215000
2383,214000
2384,200000
2385,145000
2386,155000
2387,134000
2388,90000
2389,126500
2390,140000
2391,132500
2392,109500
2393,170000
2394,128000
2395,190000
2396,145250
2397,167000
2398,135000
2399,52500
2400,60000
2401,110000
2402,135000
2403,124000
2404,160000
2405,98600
2406,129000
2407,135000
2408,145000
2409,124000
2410,127500
2411,112500
2412,165000
2413,157000
2414,147000
2415,167000
2416,116000
2417,119000
2418,132000
2419,135000
2420,110000
2421,135000
2422,110000
2423,115000
2424,144500
2425,191000
2426,135000
2427,135000
2428,140000
2429,110000
2430,142000
2431,118500
2432,133700
2433,141000
2434,155000
2435,170000
2436,106500
2437,110000
2438,125500
2439,147000
2440,114500
2441,137000
2442,102000
2443,115000
2444,122900
2445,100000
2446,95000
2447,235000
2448,140000
2449,125500
2450,139000
2451,110000
2452,295000
2453,112000
2454,112000
2455,120000
2456,152000
2457,119500
2458,78000
2459,115000
2460,114500
2461,160000
2462,133000
2463,230000
2464,179500
2465,141000
2466,108000
2467,147000
2468,119500
2469,119000
2470,158000
2471,155000
2472,220000
2473,121600
2474,107400
2475,129500
2476,110000
2477,134500
2478,167000
2479,115000
2480,150500
2481,124500
2482,123000
2483,110000
2484,132500
2485,125000
2486,207500
2487,191000
2488,135000
2489,153000
2490,155000
2491,109900
2492,175500
2493,175000
2494,145000
2495,123000
2496,217000
2497,140200
2498,129900
2499,84000
2500,143000
2501,132000
2502,142125
2503,107400
2504,207500
2505,215000
2506,293077
2507,415298
2508,293077
2509,212900
2510,232600
2511,203000
2512,226700
2513,196500
2514,260000
2515,145000
2516,156932
2517,126000
2518,144000
2519,230000
2520,212000
2521,195000
2522,230000
2523,142500
2524,149900
2525,148000
2526,129900
2527,128200
2528,142500
2529,129000
2530,111250
2531,240000
2532,237000
2533,196500
2534,214000
2535,340000
2536,215000
2537,197000
2538,173500
2539,184900
2540,176432
2541,179665
2542,174000
2543,125000
2544,129000
2545,153900
2546,157000
2547,135000
2548,142953
2549,176000
2550,160000
2551,148000
2552,129000
2553,82000
2554,118000
2555,119000
2556,110000
2557,110000
2558,200500
2559,165000
2560,128000
2561,116900
2562,165000
2563,114504
2564,169500
2565,98300
2566,104900
2567,110000
2568,186700
2569,185750
2570,124000
2571,217500
2572,170000
2573,174000
2574,287000
2575,114500
2576,115000
2577,135000
2578,55000
2579,60000
2580,145900
2581,156000
2582,109000
2583,235000
2584,160000
2585,196000
2586,199900
2587,187500
2588,133000
2589,135000
2590,275000
2591,217000
2592,260000
2593,277500
2594,173000
2595,220000
2596,377426
2597,217000
2598,260000
2599,147000
2600,168000
2601,144000
2602,83500
2603,91000
2604,88000
2605,83500
2606,135000
2607,167900
2608,217500
2609,159500
2610,88000
2611,256000
2612,154000
2613,124500
2614,119500
2615,160000
2616,118400
2617,110000
2618,235000
2619,223000
2620,185000
2621,188000
2622,187000
2623,255000
2624,320000
2625,345000
2626,173000
2627,189000
2628,438780
2629,438780
2630,325000
2631,437154
2632,438780
2633,266000
2634,360000
2635,155000
2636,205000
2637,170000
2638,236000
2639,178000
2640,152000
2641,120500
2642,196000
2643,88000
2644,122500
2645,88000
2646,89500
2647,88000
2648,127500
2649,139900
2650,127500
2651,148500
2652,325000
2653,232000
2654,311872
2655,385000
2656,335000
2657,277500
2658,290000
2659,250000
2660,305000
2661,374000
2662,374000
2663,350000
2664,277500
2665,374000
2666,266000
2667,163990
2668,155835
2669,176432
2670,250000
2671,155835
2672,202500
2673,213490
2674,130000
2675,160200
2676,195000
2677,240000
2678,248000
2679,230000
2680,290000
2681,412500
2682,290000
2683,755000
2684,290000
2685,260000
2686,281000
2687,230000
2688,265900
2689,185000
2690,556581
2691,207500
2692,84500
2693,171750
2694,84500
2695,181000
2696,215000
2697,204750
2698,187000
2699,175000
2700,173000
2701,160000
2702,132500
2703,126000
2704,146000
2705,128500
2706,120000
2707,132500
2708,133000
2709,115000
2710,125500
2711,244000
2712,310000
2713,158000
2714,147400
2715,177000
2716,148800
2717,168500
2718,227000
2719,175000
2720,161500
2721,131500
2722,152000
2723,135000
2724,123000
2725,135000
2726,143000
2727,158000
2728,167000
2729,128500
2730,147500
2731,91000
2732,119000
2733,167000
2734,207500
2735,135000
2736,140000
2737,137000
2738,143000
2739,160000
2740,149000
2741,157000
2742,137500
2743,139000
2744,125000
2745,139400
2746,137000
2747,140000
2748,130000
2749,135000
2750,135000
2751,110000
2752,423000
2753,153000
2754,200000
2755,128500
2756,52000
2757,105900
2758,90350
2759,140000
2760,135000
2761,139000
2762,165000
2763,155000
2764,101800
2765,260000
2766,108000
2767,92900
2768,118000
2769,139000
2770,131500
2771,109500
2772,80000
2773,140000
2774,115000
2775,115000
2776,127000
2777,140000
2778,116900
2779,87000
2780,113000
2781,98000
2782,82000
2783,135000
2784,132500
2785,140000
2786,60000
2787,110000
2788,58500
2789,234000
2790,135000
2791,132500
2792,67000
2793,200100
2794,135000
2795,135000
2796,110000
2797,129000
2798,140000
2799,147000
2800,87000
2801,118400
2802,140000
2803,223000
2804,140000
2805,139400
2806,99900
2807,143000
2808,126500
2809,124000
2810,154000
2811,164500
2812,147000
2813,190000
2814,190000
2815,130000
2816,197900
2817,128500
2818,110000
2819,160000
2820,130000
2821,125500
2822,145000
2823,295000
2824,190000
2825,130000
2826,139400
2827,123500
2828,151400
2829,206300
2830,235000
2831,194000
2832,216837
2833,227000
2834,213500
2835,232000
2836,197000
2837,175000
2838,144000
2839,177000
2840,187100
2841,191000
2842,237000
2843,161750
2844,167900
2845,128500
2846,190000
2847,181000
2848,170000
2849,210000
2850,250000
2851,250000
2852,236000
2853,236000
2854,140000
